Word, Value
ab,-0.000561051613167003
abaft,-0.0005108239322999797
abandon,-1.1056763161577739e-07
abandoned,0.00048305622300184143
abate,0.0002377115625633921
abated,0.0023228711455632206
abatement,7.682189903494606e-05
abates,-0.0005108239322999797
abating,0.001842559456883931
abbe,0.03541920955838993
abbey,0.00015737754413663288
abbot,-0.00017629394596515617
abbreviated,-0.000683762027792673
abbreviation,-0.0004699374963635535
abbreviations,-0.00026968919586176315
abed,-0.0006031714924605652
abetted,-9.526900269372236e-05
abettors,-0.0005108239322999797
abhor,-0.0006189630073137785
abhorred,-0.0005703849955104628
abhorrence,-0.0005354343214508674
abhorring,-0.0005432870803540681
abide,-0.000823297887480088
abiding,-0.0005797169036188344
abilities,8.314096203471175e-05
ability,0.005766124102289114
abject,-0.0021476337347446153
abjured,-0.0005108239322999797
able,1.2784075273264216e-05
ablest,-0.00036220432741070855
ably,3.581752429146296e-05
aboard,-0.0012505513639229906
abode,8.503044000610137e-05
abolish,-0.0005108239322999797
abolished,-0.0005108239322999797
abolishing,-0.000497531737332979
abolition,0.0001368665113543621
abominable,0.0015468283896006277
abominated,-0.000622792578661253
abominations,-0.002200647719928356
abortive,0.0004937459016264548
abound,-0.00013528957122167307
abounding,-0.0004685635092613414
abounds,0.00025381217537343356
abridge,-0.0003682668735051256
abridged,-0.0013947177960224745
abridging,-0.0005389931249538073
abridgment,-0.0038563685186728583
abroad,4.5624136098238306e-05
abrogated,-0.0006031714924605652
abrupt,0.00010919413592526139
abruptly,6.4227508676364905e-06
abscess,-0.0003440171805391533
absence,1.5855398373702478e-05
absent,0.0017240874681368657
absented,0.0010059703572602343
absentees,-0.0005108239322999797
absenting,-0.0005585581902211431
absolute,0.008515311602190831
absolutely,0.00026447384353137093
absolution,-0.0006286035219672822
absolutists,-0.0006080978947136682
absolves,-0.0007281615659443046
absorb,-1.348433694016414e-06
absorbed,0.0005524853244811086
absorbing,-5.8233268807701565e-05
absorbs,-0.0003410701845978208
abstain,0.00030169385680341805
abstained,-0.0002886714468575598
abstinence,-0.00019175867204048288
abstract,-0.003036237779573942
abstracted,-0.0005396683246242076
abstraction,-0.0007465973671340713
abstractionist,-0.0010955380014561512
abstractions,-0.0005585581902211431
abstracts,-0.0030310170217148933
abstruse,-0.00017263784294639444
absurd,0.011270639291234945
absurdities,-0.00033097314847866803
absurdity,7.518353244024826e-05
absurdly,0.0008381635826979053
abundance,-0.0002926995485302466
abundant,0.00023192273278368607
abundantly,0.00011043003634087775
abuse,0.009951440661841135
abused,-0.00023453950006525946
abuses,-0.0005373429644784038
abusing,0.0005743290657831215
abusive,0.00013516671829765553
ac,-0.0001552295836131104
academical,-0.0006000903411262056
academies,-0.0005895525087156779
academy,0.007842596017914118
acc,-0.0005432870803540681
acceded,-0.0005108239322999797
accelerate,-0.0005623843216867451
accelerated,-0.0005108239322999797
accelerating,-0.006251741071639176
acceleration,-0.0006190789804740511
accent,0.0005521546044096534
accented,-0.0005108239322999797
accents,-0.0005609562792979653
accept,0.0005633381517888172
acceptable,0.0011976513862527382
acceptance,-0.0005813955659726099
acceptation,-0.0005650089515554556
accepted,0.0036851606837620277
accepting,0.0002761925382475551
accepts,0.12689666044473938
access,2.2642285308126928e-05
accessible,-0.0004642892103289235
accession,-0.0005078390976580498
accident,0.00012046515458632571
accidental,8.635086323344178e-06
accidentally,0.0011941717000328656
accidents,0.0013893904018253782
acclaimed,-0.000620143869619435
acclamation,1.8364055082140447e-05
accommodate,0.011796394767920016
accommodated,0.01916928621861452
accommodating,0.0011959280054346202
accommodation,0.00017109481022073428
accommodations,0.00017862913434488138
accompanied,2.0703174755434227e-06
accompanies,-0.00047431106045857754
accompaniment,-0.00033413685697796744
accompany,0.0060381401325317685
accompanying,2.0953794720429988e-05
accomplice,-0.0005108239322999797
accomplices,1.1100498802527979e-05
accomplish,0.042463458626280225
accomplished,0.00016961172972199465
accomplishing,-0.0001247969486871838
accomplishment,-0.0005305968647147532
accomplishments,-0.00021408399680464458
accord,-0.0005286248295784237
accordance,0.00016333099683452242
accorded,6.461719815134851e-05
according,0.06790374778078478
accordingly,0.0004673993549533513
accords,-0.0012289174554151996
accosted,-0.00037584395044683083
accosting,0.0003637267208451338
account,0.00029173933007612556
accountable,-0.0005187435231938458
accounted,0.0003628495509676486
accounting,0.0012385289767786352
accounts,0.0011077417195163566
accrued,-1.1602230144215573e-06
accruing,-0.0005848786920743549
accumulate,0.00047912836931515295
accumulated,5.864507180900832e-06
accumulating,-0.00011884054751911787
accumulation,-0.0004525375910291026
accuracy,-9.773441517290616e-05
accurate,-0.0004021054828965142
accurately,0.0001805530111349959
accusation,-0.000559404892573472
accusations,0.009649493728014241
accuse,-0.0008256890967931652
accused,0.00027409470171703177
accuser,-0.0005443215019742956
accusers,-0.0008018482583583232
accuses,-0.0006081254137686481
accusing,-0.0005767237149780712
accustom,-0.0012146321174104412
accustomed,0.002026211801586041
accustoming,0.007206198215035468
ache,-0.00045157098422293263
aches,-0.00029724608954228736
achieve,-0.000598790065778404
achieved,-0.0005596967911209376
achievements,0.00010929487532295576
achieving,-0.0005623666308656865
achromatic,-0.0005108239322999797
acid,-0.0005438630148618622
acknowledge,0.00021599214842048486
acknowledged,0.0006281445434431528
acknowledges,-0.00030667677140156906
acknowledging,-0.00046866130018885933
acknowledgment,0.026156836205012243
acknowledgments,0.0023747917397232057
acquaint,0.0005262955381390514
acquaintance,1.5145308472881151e-06
acquaintances,0.013731579923984508
acquainted,0.00118312967922217
acquainting,0.00015538830959094103
